Administrative_Duration;Informational_Duration;ProductRelated_Duration;BounceRates;SpecialDay;NewVisitor;PageValues;Revenue
140.5733333;108.8;1912.751905;0.008333333;0;0;19.64189593;0
0;0;0;0.2;0;0;0;0
31.2;42.4;134.45;0;0;1;0;0
0;0;2121.311111;0.020754717;0;0;0;0
229;40.02;2576.432121;0.01027027;0;0;0;0
68.4;0;337.5333333;0;0;1;0;0
165.1;0;1422.103333;0;0;0;0;0
15.2;0;515.5333333;0;0;0;0;0
18.2;0;1310.5;0.042222222;0;0;0;0
0;0;460.2;0.061111111;0;0;0;0
0;201.9;393.3;0;0;0;3.92827844;1
0;0;390.9;0.013333333;0;0;0;0
237;87.7;379.3;0.021212121;0;0;0;0
145.2;0;1646.366667;0;0;0;0;0
286.5333333;118.8;835.71;0;0;0;33.05509961;1
0;0;150.8666667;0;0;0;0;0
0;0;652.7;0;0;0;0;0
0;0;62.4;0;0;1;23.79060609;1
44.4;0;2001.7;0.006342495;0;0;0;0
75.86666667;0;1822.866667;0.006756757;0;0;11.34860076;0
68.6;0;2265.492857;0.011111111;0;0;0;0
47.3;0;1870.966667;0;0;0;0;0
180.4;0;2646.4;0.042857143;0;0;0;0
172.4;134;569.4933333;0;0;0;0;0
335.1309524;399.8;1839.098106;0.015758703;0;0;0;0
210.6;0;97.6;0;0;1;0;0
152.2;0;494.88;0;0;1;0;0
15.2;0;201.6333333;0.005555556;0;0;31.49043616;1
352.4;49.73333333;309.7;0.011764706;0;0;0;0
167;0;1246.12;0;0;0;0;0
40.2;0;41.3;0;0;0;0;0
174.8;0;237.5;0;0;1;0;0
0;0;472.4333333;0;0;0;0;0
0;0;641.4083333;0.060925926;0;0;0;0
0;0;335;0;0;0;0;0
236.4;0;341.7;0.059649123;0;0;0;0
0;0;607.9666667;0;0;1;19.47465798;1
0;30.26666667;835.3;0.005714286;0;0;2.159096645;1
154;0;422.08;0;0;0;27.93478267;1
22.8;0;1342.75;0;0;0;0;1
171.2;0;218;0.011111111;0;0;0;0
0;0;1294.637143;0.007407407;0;0;0;0
86.6;0;596.0333333;0;0;1;0;0
367.6333333;74.5;4287.960606;0;0;0;4.529635712;0
15.2;0;348.6;0;0;0;0;1
5;7;561.0940141;0.034375;0;0;0;0
196.4;0;397;0.027272727;0;0;0;0
83.16666667;0;585.5666667;0.010526316;0;0;0;0
70.4;0;144.0666667;0;0;1;0;0
0;0;3177.366667;0.008510638;0;0;0;0
0;0;1970;0.019259259;0;0;0;0
138.1;0;1708.98;0.0125;0;0;0;0
93.10666667;87.6;810.0816667;0.005128205;0;0;17.27062073;1
36.7032967;42.2;1187.737297;0.024223602;0;0;6.854149002;0
6;0;89.5;0;0;0;0;1
66.76;0;267.9;0;0;1;0;0
0;0;471.4;0;0;0;0;0
60.2;0;409.8371212;0;0;1;20.10126693;1
245.9333333;15.2;1333.8;0.012903226;0;0;4.945717395;0
285.7;0;587.9228571;0;0;0;10.57326688;1
0;0;997.3142857;0;0;0;0;0
81.6;0;308.7;0.00952381;0;1;0;0
262.02;0;688.4533333;0;0;0;2.368830117;0
126;0;14.35;0;0;1;0;0
22.2;0;781.8;0.017142857;0;0;0;0
76.4;0;49.4;0;0;0;16.77416803;1
94.7;0;366.6166667;0.009090909;0;1;0;0
149.0666667;0;285.6166667;0.019047619;0;0;0;0
0;0;101.6;0.044444444;0;0;0;0
132.22;18;418.8444444;0;0;1;0;0
421.25;0;1945.896667;0.012239583;0;0;28.52919049;1
73.2;124.2666667;239.7;0;0;1;0;0
115.7272727;0;2660.283333;0.030612245;0;0;0;0
473.7;42.4;2101.691541;0.007435897;0;0;0;0
0;0;60.4;0.066666667;0;0;0;0
0;0;406.8666667;0.021428571;0;0;0;0
203.6;0;1052.4;0;0;0;37.35725827;1
72.4;0;86.6;0;0;0;0;1
140;0;1629.438095;0;0;0;0;0
107.75;1021.6;1454.75;0.004761905;0;0;40.18975207;0
0;56.4;103.7579088;0;0;0;45.92878029;1
31.2;0;36.2;0.028571429;0;0;0;0
0;0;701.8833333;0;0;0;0;0
590.925;0;2214.230303;0.009375;0;0;1.288569678;0
0;0;728.8;0;0;0;58.9241766;1
0;0;848.8407143;0;0;0;0;0
46.5;0;1729.716667;0.005050505;0;0;6.322599996;0
0;0;0;0.2;0;0;0;0
0;0;29.2;0;0;0;0;0
37.3;0;317.8;0.018181818;0;0;0;0
49.2;0;22;0;0;1;0;1
52.9;0;278.58;0;0;1;26.18180656;0
201.85;20.6;1458.93619;0;0;1;0;0
253.4;0;832.7;0;0;1;0;0
131.08;124.9;4362.009752;0.001204819;0;0;6.047203519;0
95.17;11.1;824.1573062;0;0;0;37.68626909;0
325.48;22.6;359.63;0.024324324;0;0;0;0
174.4571429;24.2;1688.2494;0;0;0;2.385969641;0
0;0;170.5333333;0;0;1;37.96905976;1
285.9;0;291.3;0;0;1;53.11442085;1
0;0;427.3;0;0;0;0;0
247.1;0;1188.2;0;0;0;0;0
0;0;251.8;0;0;1;0;0
103.6;27.2;2609;0;0;0;47.12454606;1
141.8388889;0;486.5600582;0.006666667;0;0;11.84059922;0
45.4;0;1227.713333;0.019512195;0;0;0;0
0;0;650.1666667;0.036363636;0;0;0;0
30.2;0;776.8833333;0;0;1;0;0
90.6;0;424.5957143;0.053333333;0;0;0;0
196.25;46.4;12292.46381;0.005995204;0;0;0.038034542;0
163;0;25;0.02;0;1;0;0
0;0;231.8;0.066666667;0;0;0;0
9;0;623.0266667;0;0;0;36.0824516;0
0;0;1183.2;0.033333333;0;0;0;0
38.57777778;9;584.3777778;0;0;0;0;1
0;0;39.8;0;0;1;0;0
133.8666667;0;128;0;0;0;0;0
69.1;0;368.6;0;0;1;0;0
142.1333333;141.2;361.2333333;0.008333333;0;0;0;0
206.6;0;282.8;0.025;0;0;0;0
0;0;0;0.2;0;0;0;1
0;0;0;0.2;0;0;0;0
0;0;0;0.2;0;0;0;0
0;62.8;2167.900476;0.002898551;0;0;0;0
39.4;0;673.65;0;0;0;23.76322043;1
0;0;771.4133333;0;0;0;0;0
95.8;0;4052.358631;0.000340136;0;0;19.61979883;1
182.7;0;632.25;0.005882353;0;0;0;0
0;0;463.4;0;0;1;0;0
21.2;0;1808.953333;0;0;0;0;0
121.4;6;1418.377619;0.05787037;0;0;0;0
171.9;145.1666667;4554.692744;0.002259887;0;0;0;0
230.1;0;381.4;0;0;0;35.25541691;0
19.2;0;3134.066667;0;0;0;5.767419658;0
151;0;840.2863203;0;0;0;0;0
342.1;0;895.1111111;0.002325581;0;0;0;0
133.4666667;199.4;4935.536124;0.005664488;0;0;0;0
72.04;206.6;709.4333333;0.007142857;0;0;15.70942935;1
4;0;360.65;0;0;0;1.453922921;1
44.3;0;468.85;0.01;0;0;64.2879309;1
0;0;2805.038095;0.005405405;0;0;0;0
5;33.3;521.5;0.010526316;0;0;0;0
73.6;155.5666667;1993.396667;0.01254902;0;0;4.107661192;0
82.85;0;2289.079157;0.002556818;0;0;0;0
41.2;0;142.4;0.022222222;0;0;0;0
70.20765027;0;2542.60431;0.001811594;0;0;5.887666731;1
42.1;0;527.6666667;0.009090909;0;0;0;0
63.4;0;137.6;0;0;0;0;0
69.03333333;0;658.8466667;0;0;0;42.9845308;0
81.6;0;443.9;0;0;1;0;0
508.8;0;379.8;0;0;0;0;0
156.2;0;742;0;0;1;32.22252197;1
65.4;0;2426.006667;0.001265823;0;0;0;0
18.1;72.5;136.2833333;0.018181818;0;1;0;0
0;0;1116.473333;0.033;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;835.6809524;0.032478632;0;0;0;0
154.9333333;0;910.04;0.018181818;0;0;5.316109207;0
0;0;232.4;0;0;0;0;0
0;0;701.9;0.007407407;0;0;0;0
82.7;0;405.2833333;0;0;1;0;0
0;0;1219.054286;0;0;0;9.063088034;1
0;0;0;0.2;0;0;0;0
94.23333333;72;2935.255477;0.001360544;0;0;0.26809298;0
0;0;5465.320175;0.033789954;0;0;0;0
23.53333333;0;118;0.011111111;0;0;0;0
216.4;0;825.205;0;0;0;0;0
821.0754098;0;2400.782077;0;0;0;0.98110865;0
7.6;0;14.6;0;0;0;0;0
277.8;0;884.5;0;0;1;7.48051616;1
62.13333333;0;3421.653333;0.004878049;0;0;4.127430681;1
55.8;0;2023.2;0;0;1;0;0
34.2;0;502.4533333;0;0;1;22.65617015;1
0;37.2;2767.753333;0.005555556;0;0;0;0
76.6;23.2;4598.433333;0.004255319;0;0;10.72449269;1
64.66666667;0;936.81;0;0;1;0;0
0;0;8;0;0;0;0;0
8;0;701;0;0;0;0;0
318.2;0;117;0.05;0;0;0;0
0;0;176.5;0.04;0;0;0;0
218.6;0;513.1622222;0.003333333;0;0;0;0
254.5;0;712.2714286;0.006060606;0;0;1.725866353;0
1251.2;250;23888.81;0.009900332;0;0;1.033757336;0
79.1;0;1081.108333;0.025;0;0;0;0
0;53;318.5333333;0;0;1;0;0
0;0;11;0;0;0;0;0
94.6;74.6;199;0;0;1;0;0
0;0;0;0.2;0;0;0;0
60.4;0;207.6;0;0;0;30.84751033;0
381.6731217;199.4;1618.40328;0.015067698;0;0;3.885233567;1
0;68.5;1066.393635;0.000209249;0;0;0;0
150.2;20;392.6;0.028;0;0;0;0
75.1;0;102.7;0;0;0;0;1
81.5;0;857.7355067;0;0;0;0;0
0;0;660.8;0;0;1;33.83646892;1
0;0;376.7;0;0;1;53.6853974;1
303.2;0;181.0666667;0;0;0;0;0
0;111.9;360.5111111;0.065384615;0;0;0;0
21.2;0;1053.175758;0.002083333;0;0;0;0
73.23333333;0;7710.731416;3.94E-05;0;0;0.098621403;1
76.6;0;488.91;0.014814815;0;0;45.19820194;1
7;0;906.4;0;0;0;0;0
0;0;20.2;0;0;0;0;0
0;0;883.9333333;0;0;1;0;0
0;6;2349.101818;0.018785882;0;0;0;0
0;0;15.2;0.066666667;0;0;0;0
130.35;21.2;314.85;0;0;1;0;1
23.31428571;0;124.9142857;0;0;0;4.90908873;0
0;0;31;0;0;0;0;0
574.4511905;0;2688.864762;0;0;0;36.96220452;1
72.6;15.2;425;0;0;0;0;0
24.2;0;0;0;0;0;0;1
190.5;0;867.9915152;0.012903226;0;0;0;0
4;0;417.5333333;0;0;0;0;0
0;0;536.7333333;0;0;0;3.70979448;1
120.7;0;74.4;0;0;1;0;0
0;0;4391.666667;0.003174603;0;0;0;0
83.4;0;2013.659524;0;0;0;0;0
272.0333333;0;295.1;0.011764706;0;0;0;0
76.76666667;9;1566.2;0.00952381;0;0;0;0
0;0;213.8;0.00625;0;0;0;1
138.5666667;21.2;977.4128571;0.009756098;0;0;0;0
0;0;1884.7;0.032;0;0;0;0
199.8333333;0;669.9333333;0;0;1;0;0
0;0;0;0.2;0;0;0;0
43.4;0;432.0222222;0;0;1;0;0
95.6;0;582.7333333;0.014285714;0;0;21.32413414;0
0;242.8;1860.95;0.005405405;0;0;0;0
630.5333333;0;357.8895238;0;0;0;0;0
124;0;265.9333333;0;0;0;0;0
0;0;313.8;0;0;0;14.53547145;0
0;3;780.5;0.004761905;0;0;10.9112449;0
0;0;131.8333333;0;0;1;36.13790493;1
110.8;0;85.76666667;0;0;0;59.57182786;1
125.1;34.6;887.75;0.013793103;0;0;0;0
0;42.4;1140.796667;0;0;0;0;0
0;0;122.8;0.11;0;0;0;0
0;0;58.4;0;0;1;0;0
110.3;21.8;3621.606667;0;0;0;18.78186098;0
99.8;0;2056.48859;0;0;0;0;0
83.8;0;798.3;0;0;0;0;0
0;0;1094.310476;0;0;0;4.718931118;0
0;22.2;240.6;0.035294118;0;0;0;0
40.8;12;96;0.028571429;0;0;0;0
98.6;0;1200.2;0.014285714;0;0;18.41056693;0
92.3;68.2;81.7;0;0;0;0;0
21.2;0;2224.633333;0.011538462;0;0;0;0
96.6;0;230.62;0.028571429;0;0;71.23156574;0
157.3889922;338.4;1624.935625;0.005357143;0;0;0;0
75.5;0;158.9733333;0.023076923;0;0;20.65287956;1
371.8;0;255;0;0;1;0;0
73.9;0;3441.806667;0;0;0;0;0
216.6;0;937.8653488;0.040350877;0;0;0;0
0;0;0;0.2;0;0;0;0
16.6;18.46666667;783.2085714;0;0;1;0;1
215.4;0;1221.7;0;0;1;0;0
1415.5;0;588.3666667;0;0;0;8.041078329;1
6;0;876.4766667;0;0;0;6.328693274;1
121.0333333;0;230.8333333;0;0;0;0;0
380.8;0;2653.196667;0.015686275;0;0;0;0
0;0;1855.6;0.027272727;0;0;0;0
0;0;228.9;0.014814815;0;0;0;0
0;0;5;0;0;1;0;0
132.0571429;207.6;1243.976108;0;0;0;39.88966398;0
6;0;15;0;0;0;0;0
0;0;0;0.2;0;0;0;0
564.9;522.1666667;3410.697592;0.001495726;0;0;0;0
250.8;194.4;194.4;0;0;1;0;0
96.6;0;2664.416667;0;0;1;5.150260109;0
89.95;0;552.04;0.006976744;0;0;0;0
273;0;385.74;0;0;0;17.81649911;1
63.4;0;1115.4;0.061494253;0;0;0;0
0;0;1618.203333;0.023846154;0;0;0;0
0;0;154.8;0.018181818;0;0;20.74935126;1
0;0;1016.883333;0.035;0;0;0;0
0;0;504.0833333;0.023529412;0;0;36.07906944;1
0;55.4;1018.018025;0.01025641;0;0;0;0
574.55;0;571.4238596;0.031578947;0;0;0;0
289.6833333;0;678.4833333;0;0;0;13.57270341;1
20.2;0;227.6;0;0;1;42.29306752;0
0;0;343.0333333;0;0;0;0;0
0;0;261.6666667;0.071428571;0;0;0;0
245.4;0;3773.3;0.005714286;0;0;22.37276151;1
266.25;0;4098.699853;0.003314917;0;0;2.90865324;0
0;0;724.2;0.022222222;0;0;5.091914289;1
67.4;0;297.5;0.031578947;0;0;0;0
107.3666667;0;151.3;0.005555556;0;0;0;0
46.2;0;280.0466667;0.00952381;0;1;0;0
291.9600939;52.4;6747.414492;0.003604845;0;0;5.408935339;0
81.4;0;2487.52;0;0;1;0;0
49.4;0;6847.736667;0.003370787;0;0;20.44064077;0
0;0;0;0.2;0;0;0;0
0;0;602.8833333;0;0;0;21.26632526;0
226.09;0;692.87;0;0;0;0;0
75.5;0;66.05;0;0;0;21.47142017;1
70.58;0;296.58;0;0;0;0;0
64.3;0;2199.52;0;0;0;3.17966645;0
0;0;372.3833333;0.019230769;0;0;0;0
89.66666667;0;2022.117778;0.011764706;0;0;11.55399716;0
53.9;0;422.5230769;0;0;0;36.31643173;1
263.7333333;16.2;6079.82;0.002;0;0;3.454874142;0
9.1;0;115.6;0;0;0;0;0
109.8;0;1988.931429;0.007272727;0;0;5.79089525;0
0;0;294.7;0;0;0;30.20357704;1
69.6;0;1292.449762;0.004347826;0;0;0;0
180.4;36.2;1907.08;0.006666667;0;0;19.24405095;1
149.2;0;133.7333333;0;0;1;0;0
122.8;0;175.4;0;0;1;0;0
151;0;1547.233333;0;0;0;28.40448178;1
375.12;0;288.7133333;0;0;1;0;0
49.4;0;111.6;0.04;0;1;0;0
226.6;7;849.7444444;0.021929825;0;0;0;0
53.2;0;496.9666667;0;0;0;0;0
141;0;606.6666667;0.008333333;0;0;36.672294;0
41.4;0;1576.966667;0;0;0;0;0
0;0;921.6233333;0;0;1;0;0
157.3166667;0;691.95;0.012666667;0;0;6.887181233;0
44.74;129.75;390.4566667;0;0;0;0;0
94.83333333;38.9;6774.82;0.000425406;0;0;0;0
11;0;15;0;0;0;0;0
0;0;3389.8;0.032478632;0;0;0;0
85.04;0;2139.156647;0;0;0;0;0
803.47;0;634.6880952;0.08083779;0;0;0;0
210.5666667;61.6;124.8666667;0.021052632;0;0;0;1
132.025;79.7;1620.141667;0;0;0;0;0
0;0;1110.866667;0;0;0;57.03508179;1
0;0;292.7;0.036363636;0;0;0;0
189.4;130.76;3856.82978;0.037525773;0;0;7.542144271;0
0;0;4800.574762;0.014473684;0;0;0;0
107.7;0;290.8;0;0;1;0;0
4;0;242.1095238;0;0;0;0;0
58.4;24.2;503.2666667;0.018181818;0;0;24.72209216;1
130.55;214.1;385.75;0;0;1;0;0
23.2;0;58;0;0;0;0;0
59.4;0;157.2;0.010526316;0;1;0;0
103.6;0;7;0;0;1;0;1
0;0;70.4;0.138461538;0;0;0;0
0;0;15.6;0;0;1;47.7917708;1
97.8;0;1228.289524;0.02345679;0;0;0;0
266.7433333;1312.4;743.4766667;0;0;0;9.284545518;1
71.4;0;449.4;0.03;0;0;0;0
105.6333333;105.95;246.3865079;0;0;0;0;0
32.7;0;812.35;0.018181818;0;0;24.16451021;0
0;0;75.4;0.1;0;0;0;0
301.2;0;1836.983333;0.009782609;0;0;0;0
48.4;0;37.2;0;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;381.8;0.1;0;0;0;0
239.7445344;624.6;9100.402959;0.004301075;0;0;6.277683942;0
243.68;0;1256;0;0;1;0;0
259.2836478;12;1854.242845;0.0004329;0;0;22.22165124;0
0;0;941.4666667;0;0;0;26.67428219;1
292.2;0;1391.383333;0;0;1;18.84993357;1
52.4;0;324.2666667;0;0;0;0;0
16.2;0;268;0;0;1;49.55482147;0
94.6;0;265.5;0;0;1;0;0
25.7;0;143.3;0;0;1;38.27331194;1
0;0;218.6666667;0.107692308;0;0;0;0
100.6;216.6;432;0;0;1;0;0
0;0;121.2704225;0;0;0;36.14032284;1
785.2166667;0;450.8;0.016666667;0;0;0;0
124.2;0;94.6;0;0;1;0;1
74.6;0;810;0;0;0;10.67716934;0
252.8;0;1191.616667;0.013636364;0;0;14.75943613;0
0;0;54.4;0;0;0;0;0
0;0;683.3;0.028571429;0;0;0;0
398.0666667;19.2;452;0.059064327;0;0;0;0
0;0;0;0.2;0;0;0;0
53.4;0;292;0;0;0;0;0
112.8;0;543.7333333;0;0;1;28.69843548;1
100.6;5;2002.76;0.008163265;0;0;0;0
31.2;0;385.3;0.00625;0;0;0;0
97.2;16;690.5666667;0;0;0;59.33984611;1
51.4;0;562.3;0;0;1;36.65735004;1
107.4;96.7;833.325;0.024509804;0;0;0;1
102.2;0;72;0;0;1;0;0
580.2;145.6;2734.966667;0;0;1;27.60143046;1
471.06;0;5830.91;0.001098901;0;0;0;1
146.5;277.1333333;700.0466667;0;0;0;0;0
378.4666667;0;950.6666667;0.022222222;0;0;0;0
173.8;124.8;411.6;0;0;0;0;0
115.8;0;2557.35;0;0;0;44.35848718;1
114.8;0;951.4333333;0;0;0;0;0
0;0;0;0.2;0;0;0;0
310.0666667;49.4;1441.974535;0.003013699;0;0;48.30461627;1
0;0;0;0.2;0;0;0;0
33.2;0;162.2333333;0;0;0;0;0
0;0;166.12;0;0;0;0;0
0;0;1624.320952;0.009803922;0;0;0;0
101.7;0;708.5547619;0.009302326;0;0;0;0
191.4;0;679.9033333;0;0;0;34.86423061;1
83.9952381;99.8;364.9619048;0;0;0;0;0
118.9;0;1216.726667;0;0;1;26.13036122;1
109.7;0;852.3;0.011764706;0;0;0;0
293.6222222;42.2;1831.942222;0;0;0;16.35155923;0
15.2;104.8;2725.708571;0.01047619;0;0;20.14579261;1
66.9;0;86.63333333;0;0;0;42.93595137;1
341.6;0;177.9;0.047619048;0;0;0;0
130.55;23.2;128.2333333;0.006666667;0;1;0;0
0;0;31.2;0.066666667;0;0;0;0
0;0;846.6;0.022222222;0;1;24.61778468;1
30.2;0;323.4;0.066666667;0;0;0;0
25;0;8;0;0;1;0;0
75.6;0;178.59;0.0125;0;0;0;0
134.39;191.9;1592.533333;0.003703704;0;0;5.245868726;0
0;0;103.8;0.1;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;1257.946667;0;0;0;33.50211155;1
108.8;0;542;0;0;0;0;0
70.6;0;93.5;0.1;0;0;0;0
56.63333333;309.7333333;1280.149821;0.016923077;0;0;0;0
0;0;192.45;0.036363636;0;0;27.31510469;1
181.6;722.52;1717.873278;0.014150943;0;0;0;0
184.4173601;13;6137.14491;0.011276738;0;0;18.23386055;0
100.0666667;0;310.3355556;0;0;0;28.52395644;1
27.4;0;51.2;0;0;1;0;1
0;0;1231.79046;0.00212766;0;0;0;0
23;0;723.4833333;0.003508772;0;0;17.68865669;0
93.4;0;689.65;0;0;1;34.48748308;1
93.8;0;2139.7;0;0;1;20.2755559;1
383.3;256.3;15454.43857;0.007286432;0;0;0;0
0;0;643.9;0.026315789;0;0;0;0
15.2;43.4;94.2;0.042857143;0;0;21.58031621;0
81.6;0;27.2;0;0;1;0;1
77.1;60.3;944.8;0;0;1;0;0
103.6;0;440.5333333;0.006451613;0;0;0;0
0;0;98.73333333;0;0;0;0;0
0;0;402.6;0;0;0;0;0
39.8;0;132.4;0;0;1;0;1
0;0;3564.590227;0.021980198;0;0;0;0
155.7;0;595;0;0;1;0;0
200.42;0;697.5866667;0.0075;0;0;0;0
0;0;741.4;0.05;0;0;0;0
0;0;502.9666667;0.012903226;0;0;0;0
94.6;0;2222.419048;0.005092593;0;0;0;0
104.4;0;879.75;0;0;0;20.503488;1
0;35.2;275.1;0;0;0;0;0
0;15.2;1227.153333;0.00952381;0;0;0;0
83.6;0;1582.7;0.004545455;0;0;0;0
19.2;0;60.6;0;0;1;0;0
63.5;0;99.06666667;0.036363636;0;0;0;0
0;0;0;0.2;0;0;0;0
0;0;360.4733333;0.013333333;0;0;0;0
0;0;636.7;0;0;1;0;0
98.8;0;69.4;0.022222222;0;1;0;0
504.2533333;1665.066667;8768.477228;0.014137484;0;0;1.827470744;1
30.2;30.7;348.0611111;0.014814815;0;0;0;0
275.8;39.68;1354.8;0.010909091;0;0;0;0
0;0;0;0.2;0;0;0;0
30.2;0;613.9933333;0.025287356;0;0;0;0
78.64980843;0;4185.096695;0.024119241;0;0;2.427453927;1
0;0;73.1;0;0;0;0;0
67.4;0;544.6833333;0;0;0;0;0
54.4;0;351.4;0.065;0;0;0;0
0;0;8;0;0;0;0;0
136.4;0;1275.26927;0;0;0;0;0
31.2;0;2077.166667;0;0;0;0;0
59.4;0;3334.506667;0.025581395;0;0;0;0
143.4428571;19.6;3579.7859;0;0;0;138.3208342;0
0;0;593.7019802;0;0;0;20.82613173;1
135.15;0;1199.22619;0.013095238;0;0;0;0
127.1;0;2590.8;0;0;0;0;0
410.9;406.9;1220.257143;0.011764706;0;0;8.887671892;1
0;0;117.8;0.15;0;0;0;0
398.5727115;132;985.0802412;0.00859375;0;0;0;0
0;0;2479.342857;0;0;0;0;0
171.1190476;0;472.752381;0.028571429;0;0;0;0
0;0;7;0;0;0;0;0
70.6;0;571.35;0;0;1;0;0
0;0;344.4;0.023529412;0;0;0;0
326;0;364.5333333;0;0;0;0;0
6;0;1046.32;0.019565217;0;0;0;0
0;0;883.6;0;0;0;125.8939091;1
248.2285714;0;1158.782857;0.009722222;0;0;0;0
0;0;89.38333333;0;0;1;39.6497508;1
28.53333333;0;2006.688158;0.003278689;0;0;2.039270228;0
117.85;0;492.9;0;0;0;29.4620883;0
180.1333333;34.2;242.45;0.090322581;0;0;0;0
12.1;493;1572.486399;0;0;0;0;0
53.5;0;3801.680397;0.010714286;0;0;0.906375967;0
124.4;7;294.6;0;0;1;0;0
64.4;0;47.3;0;0;0;45.82834797;1
0;0;570.2;0;0;0;0;0
46.4;0;463.36;0;0;0;46.33991252;1
0;112.6;2299.97;0.002777778;0;0;16.95907848;1
95.83333333;303.65;438.3833333;0;0;0;0;0
36.25;0;585.7;0;0;1;0;0
54;32;46;0;0;1;0;0
103.3;0;1649.766667;0;0;0;0;0
0;13;1620.024762;0.05;0;0;0;0
177.3333333;69.6;402.6166667;0;0;1;0;0
626.4933333;0;1985.894203;0.015630252;0;0;0;0
0;0;120.79;0;0;0;11.80891356;1
77.6;0;1477.154762;0.038157895;0;0;0.775318113;0
356.675;0;1636.258333;0.005333333;0;0;0;0
142.9111111;0;264.3396825;0;0;0;0;0
975.6466667;276.08;2822.623603;0.006666667;0;0;0;0
89.6;12;182.5;0;0;0;0;0
265.4;0;161.6;0;0;1;0;0
284.2;0;2366.6;0.036;0;0;0;0
52.53333333;0;2059.3;0;0;0;26.18852293;1
17.13333333;0;1078.2;0.02;0;0;0;0
0;0;0;0.2;0;0;0;0
0;663.9166667;2059.7;0.005769231;0;0;0;0
15;0;1412.270833;0.004347826;0;1;0;0
0;0;561.6666667;0;0;0;0;0
0;0;157.5;0;0;0;0;0
0;0;438.6666667;0.023076923;0;0;0;0
0;521.9791667;733.2871212;0.02020202;0;0;0;0
106.5;0;806.25;0.0125;0;0;0;0
0;0;242.0833333;0.014285714;0;0;0;1
113.25;38.5;4066.207476;0.001754386;0;0;18.04114817;0
22;0;180.5;0;0;1;0;0
0;0;821.8333333;0.05;0;0;0;0
209.625;118.75;398;0.006896552;0;1;0;0
0;68.5;927;0.007692308;0;0;0;0
0;0;3025.058333;0.003125;0;0;0;0
0;0;80;0.166666667;0;0;0;0
93.125;0;424.125;0;0;0;0;0
60;0;2339.805556;0.012121212;0;0;0;0
0;0;275;0;0;0;0;0
0;0;73.5;0.12;0;0;0;0
0;0;168.75;0;0;0;0;0
77.33333333;7;1051.291667;0;0;0;0;0
139;0;631.9333333;0.005263158;0;1;0;0
0;0;1132.791667;0.009090909;0;0;0;0
446.25;0;815.25;0;0;0;0;0
0;0;351.75;0.033333333;0;0;0;0
0;0;4446.625;0.030952381;0;0;0;0
65.5;38.5;3902.664774;0.008888889;0;0;0;0
0;0;2524.194444;0;0;0;0;1
0;0;0;0.2;0;0;0;0
4;0;947.4166667;0.012121212;0;0;0;0
5;0;203;0;0;1;0;0
0;0;410.25;0;0;0;0;0
6.5;0;511.25;0;0;1;7.848538778;1
21;802.5;2073.916667;0.003921569;0;0;0;0
83;40;5194.79857;0.003101093;0;0;0.468406088;0
0;0;610.6333333;0;0;0;0;1
0;0;9;0;0;0;0;0
0;0;2174.708333;0.004022989;0;0;0;1
0;0;0;0.2;0;0;0;0
32.3;26.5;1068.357692;0.01372549;0;0;7.570470024;0
0;0;541.0625;0.052380952;0;0;0;0
0;0;562.0071429;0;0;0;0;0
0;0;390.5;0.038461538;0;0;0;0
441.85;0;2577.449603;0;0;0;75.27712913;1
0;116;419.75;0;0;0;0;0
106.8333333;96;373.4583333;0;0;0;0;0
0;0;202.75;0;0;0;0;0
49.5;0;3804.2875;0;0;0;0;0
0;0;655.0416667;0;0;0;0;0
0;0;462.2678571;0;0;0;0;0
97.33333333;447.5;967.625;0;0;0;0;0
0;0;219;0;0;0;0;0
38.5;0;770.3095238;0.026666667;0;0;0;0
539.5;0;602.5833333;0.008888889;0;0;0;0
0;0;475.025;0;0;1;0;0
21;0;750.2083333;0;0;0;60.51988521;1
0;0;5300.291667;0;0;0;0;0
188.5322344;197.4166667;1758.912393;0.004901961;0;0;22.86584543;0
179.5;43.5;482.75;0;0;0;0;0
0;0;147.5;0;0;0;0;0
0;0;279.547619;0;0;0;0;0
64.66666667;0;1445.666667;0;0;1;52.11335786;1
77.66666667;0;159.75;0.016666667;0;0;0;1
11;0;835.5833333;0.009090909;0;0;0;0
0;0;99.5;0;0;0;0;0
0;0;720.5;0.16;0;0;0;0
36.5;0;770.375;0;0;0;0;0
43.5;230.1666667;3773.715179;0.004123711;0;0;17.77043431;1
33;0;2023.75;0.004731183;0;0;0;0
0;0;0;0.2;0;0;0;0
286.8333333;0;1493.695238;0.005390836;0;0;0;0
56.6;0;1058.338095;0;0;0;37.21183634;1
0;0;60;0;0;0;0;0
82.5;56.5;2295;0.007272727;0;0;0;0
0;0;198.1333333;0;0;0;0;0
0;0;729.2916667;0;0;0;0;0
49.5;0;180.5;0.028571429;0;0;0;0
0;0;1185.986275;0;0;0;0;0
0;0;1473.701515;0.008695652;0;0;0;0
43.5;0;1055.583333;0.007407407;0;0;0;0
0;0;1211.166667;0;0;1;0;1
0;0;0;0.2;0;1;0;0
0;0;82.5;0;0;0;0;0
524.75;258.625;6309.427034;0.006113821;0;0;3.364060957;1
0;0;163.5;0.1;0;0;0;0
